Data,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
01/01/2017,0,"28,6","27,7",80,75
01/01/2017,0,"28,9","27,7",80,75
01/01/2017,0,"29,2",28,79,74
01/01/2017,0,"28,8","27,9",81,75
01/01/2017,0,"28,9","27,5",75,69
01/01/2017,0,"27,6","26,9",78,74
01/01/2017,0,"27,8","26,6",79,74
01/01/2017,0,"27,3","26,6",84,76
01/01/2017,0,"26,7","26,4",85,83
01/01/2017,0,"26,7","26,1",85,84
01/01/2017,0,"29,2","26,7",84,69
01/01/2017,0,"30,6","29,1",69,65
01/01/2017,0,32,"29,3",69,55
01/01/2017,0,"34,9","31,6",55,44
01/01/2017,0,35,"32,4",61,44
01/01/2017,0,"36,4","31,9",62,52
01/01/2017,0,"35,8","34,1",58,52
01/01/2017,0,35,"31,5",63,54
01/01/2017,0,"32,4","30,4",66,60
01/01/2017,0,"31,5","30,4",67,62
01/01/2017,0,"31,2","30,1",69,64
01/01/2017,0,"30,3","29,4",70,67
01/01/2017,0,"29,6",29,71,68
01/01/2017,0,"29,1","28,3",77,71
02/01/2017,0,"28,7","28,1",79,77
02/01/2017,0,"28,9","28,1",79,75
02/01/2017,0,29,"28,2",81,75
02/01/2017,0,"28,7","27,9",82,79
02/01/2017,0,"29,6","28,3",81,70
02/01/2017,0,"28,5","27,6",85,79
02/01/2017,0,"28,9","27,8",79,68
02/01/2017,0,"28,9",28,74,67
02/01/2017,0,"28,9","27,9",72,69
02/01/2017,0,"29,6","28,1",72,68
02/01/2017,0,"30,1","29,1",71,65
02/01/2017,0,"31,4","29,9",68,62
02/01/2017,0,"32,2","30,4",66,57
02/01/2017,0,"31,9","30,2",69,62
02/01/2017,0,"32,3","30,4",72,65
02/01/2017,0,"33,3","31,8",69,63
02/01/2017,0,"34,2","30,4",72,62
02/01/2017,0,"32,6","29,1",76,65
02/01/2017,0,"32,2","29,1",77,66
02/01/2017,0,"30,4","28,9",75,71
02/01/2017,0,"29,3","28,8",78,75
02/01/2017,0,"29,1","28,7",77,68
02/01/2017,0,"29,2","28,7",69,64
02/01/2017,0,"28,8","28,3",73,69
03/01/2017,0,"28,8","28,2",77,70
03/01/2017,0,"28,5","28,4",76,72
03/01/2017,0,"28,6","28,4",72,70
03/01/2017,0,"28,5",28,74,71
03/01/2017,0,"28,2","27,9",75,73
03/01/2017,0,"28,2",28,77,73
03/01/2017,0,"28,4","27,5",79,71
03/01/2017,0,"27,6","26,3",80,77
03/01/2017,0,"26,8","26,1",78,76
03/01/2017,0,"28,4","26,6",78,76
03/01/2017,0,"28,6","28,1",77,71
03/01/2017,0,"30,3","27,7",79,70
03/01/2017,0,"31,6","29,5",72,65
