Região_de_Saude,Casos,População_Total,População_Normalizada,casos_normalizados_cem_mil,casos_normalizados,PRECIPITAÇÃO_NORMALIZADA,TEMP_MAX_NORMALIZADA,TEMP_MIN_NORMALIZADA,UMIDADE_MAX_NORMALIZADA,UMIDADE_MIN_NORMALIZADA,Ano
. Gama,1087.0,13454900,0.3242051317807837,8.078841165671985,0.0941360709935618,0.3774017756230867,0.2977832236140203,0.2204482406154707,0.0153342704844459,0.0,2022
. Santa Maria,740.0,11969100,0.2872059087196446,6.182586827748118,0.06394640682095,0.3774017756230867,0.2977832236140203,0.2204482406154707,0.0153342704844459,0.0,2022
Angra dos Reis,504.0,16743400,0.4060949857561209,3.0101413094114697,0.0434139551070123,1.0,0.4218047573332659,0.5261768357248615,0.9128337061535025,0.9055146801479812,2022
Campos de Goytacazes,1142.0,4835400,0.1095633205171623,23.61748769491665,0.0989211762658778,0.3273083562832762,0.7354452625666047,0.7373230897816322,0.6324458510464804,0.6595990470098351,2022
Macaé,1201.0,24639100,0.6027128115226009,4.874366352667103,0.1040542891943622,0.4519403352999879,0.5821333522557769,0.6513419199198742,0.8012118215031239,0.8338378788431564,2022
Arraial do Cabo,42.0,3098600,0.0663137239277247,1.3554508487704124,0.003219070819558,0.1684144044504906,0.5484982583899719,0.7007898810198652,0.7690309369954478,0.8356379220553017,2022
. Cruzeiro,199.0,3151400,0.0676285435384584,6.314653804658247,0.0168783713241691,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Lago Norte,283.0,3582100,0.0783537860828336,7.900393623851931,0.0241865321037062,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Lago Sul,223.0,2937700,0.0623070103791063,7.590972529529904,0.0189664172611797,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Plano Piloto,1047.0,20618300,0.5025873060143037,5.078013221264605,0.0906559944318775,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Sudoeste Octogonal,146.0,5003300,0.1137443472717493,2.918074071113065,0.0122672698799373,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Varjão,84.0,879300,0.0110489670697452,9.553053565336064,0.0068731512093266,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
. Candangolândia,101.0,1601900,0.0290430703030061,6.305012797303204,0.0083521837480424,0.2144296874431149,0.2655986087453753,0.2452837583855673,0.176664788413848,0.1524219450641239,2023
