COD_REG,Arquivo,Média de Precipitação,Média de Temperatura Máxima,Média de Temperatura Mínima,Média de Umidade Relativa Máxima,Média de Umidade Relativa Mínima
1,1-2020-BRAZLANDIA.csv,0.24306798373038935,22.401256252180993,21.044852855647317,68.11922763754798,61.91438874025823
10,10-2020-MACAE.csv,0.18699760901742002,23.802368211317315,22.768689513833543,83.77889103950814,79.11283160651259
11,11-2020-ARRAIALDOCABO.csv,0.1378829446730681,24.088184735273895,23.3905454962182,85.55654942389327,80.4061552456034
2,2-2020-AGUAS EMENDADAS.csv,0.1830390334572491,22.03056459107807,20.471189591078065,73.05506505576209,66.69272769516729
3,3-2020-BRASILIA.csv,0.17948542805100184,22.05404143897996,20.68283242258652,70.12238160291439,64.05260161675965
4,4-2020-GAMA.csv,0.2237358101135191,22.894243119266054,21.243337155963303,68.51995412844036,61.528899082568806
5,5-2020-PARANOA.csv,0.2533457249070632,22.3121511627907,20.852918604651162,75.50235294117647,68.71364705882353
6,6-2020-CAMPOSDOSGOYTACAZES.csv,0.14690346083788705,24.226673497267765,23.143454007285975,79.58139799635701,74.80760473588343
7,7-2020-ANGRADOSREIS.csv,0.3216186656944951,24.97185563251914,24.00579657309515,87.16296026248632,82.03463361283266
