COD_CIDADE,COD_REG,Região de Saúde,Casos,População Total,População Normalizada,casos_normalizados_cem_mil,casos_normalizados,PRECIPITAÇÃO NORMALIZADA,TEMP MAX NORMALIZADA,TEMP MIN NORMALIZADA,UMIDADE MAX NORMALIZADA,UMIDADE MIN NORMALIZADA
1,3,. Cruzeiro,359.0,3151400,0.0676285435384584,11.391762391318144,0.0307143478639171,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
2,3,. Lago Norte,512.0,3582100,0.0783537860828336,14.293291644566038,0.0440267989210824,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
3,3,. Lago Sul,460.0,2937700,0.0623070103791063,15.65850835687783,0.0395023057513269,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
4,3,. Plano Piloto,2008.0,20618300,0.5025873060143037,9.738921249569556,0.1741929870355869,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
5,3,. Sudoeste Octogonal,179.0,5003300,0.1137443472717493,3.577638758419443,0.0150526407378404,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
6,3,. Varjão,126.0,879300,0.0110489670697452,14.329580348004097,0.0104411380840511,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
7,3,. Candangolândia,261.0,1601900,0.0290430703030061,16.29315188213996,0.0221874184286087,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
8,3,. Estrutural,237.0,3068700,0.0655691575193736,7.723140091895591,0.0200991908117984,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
9,3,. Guará,2887.0,10784700,0.2577121142697771,26.76940480495517,0.2506743235012616,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
10,3,. Núcleo Bandeirante,251.0,2313400,0.0467607625953742,10.849831416962047,0.0213173235882711,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
11,3,. Park Way,202.0,2034500,0.0398156264318584,9.92872941754731,0.0170538588706168,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
12,4,. Riacho Fundo I,568.0,3529100,0.0770339860947865,16.09475503669491,0.0488993300269729,0.5728408995271118,0.3177152793364907,0.2549614914196199,0.1851101934259666,0.1562570973249569
13,4,. Riacho Fundo II,515.0,3710800,0.081558658883997,13.878408968416515,0.0442878273731836,0.5728408995271118,0.3177152793364907,0.2549614914196199,0.1851101934259666,0.1562570973249569
14,3,. SIA,14.0,435600,0.0,3.2139577594123048,0.00069607587227,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
15,5,. Jardim Botânico,443.0,3586500,0.0784633543837281,12.3518750871323,0.0380231445227529,0.7010192269514851,0.1265571854230077,0.1496651553403304,0.4903123468245211,0.4518856252144085
16,5,. Itapoã,568.0,5208900,0.1188641751499093,10.904413599800344,0.0488993300269729,0.7010192269514851,0.1265571854230077,0.1496651553403304,0.4903123468245211,0.4518856252144085
17,5,. Paranoá,656.0,4828100,0.1093815367452238,13.587125370228454,0.0565561646219437,0.7010192269514851,0.1265571854230077,0.1496651553403304,0.4903123468245211,0.4518856252144085
18,5,. São Sebastião,2736.0,7457000,0.1748461063410163,36.69035805283627,0.2375358914121639,0.7010192269514851,0.1265571854230077,0.1496651553403304,0.4903123468245211,0.4518856252144085
19,2,. Fercal,257.0,876300,0.0109742614100444,29.32785575716079,0.0218393804924736,0.3966686680385797,0.0340845928688142,0.0467123976670101,0.3833408671587844,0.3687315022812872
20,2,. Planaltina,2577.0,17265700,0.4191012411100265,14.925546024777448,0.2237013834507961,0.3966686680385797,0.0340845928688142,0.0467123976670101,0.3833408671587844,0.3687315022812872
21,2,. Sobradinho,2570.0,7025200,0.1640934717214176,36.582588396059904,0.2230923170625598,0.3966686680385797,0.0340845928688142,0.0467123976670101,0.3833408671587844,0.3687315022812872
22,2,. Sobradinho II,2735.0,8083000,0.1904346873319122,33.8364468637882,0.2374488819281301,0.3966686680385797,0.0340845928688142,0.0467123976670101,0.3833408671587844,0.3687315022812872
23,1,. Brazlândia,648.0,5797400,0.1335189353945454,11.177424362645324,0.0558600887496737,0.6565279245309222,0.1558191583060862,0.2014300454309667,0.167594352348382,0.1721187170221227
24,1,. Ceilândia,5249.0,40593200,1.0,12.930737167801505,0.456190724789002,0.6565279245309222,0.1558191583060862,0.2014300454309667,0.167594352348382,0.1721187170221227
25,3,. Águas Claras,1190.0,9892800,0.2355021216407355,12.02895034772764,0.1030192290959714,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
26,4,. Recanto Das Emas,1384.0,12361500,0.2969774090085065,11.196052259030054,0.1198990689985208,0.5728408995271118,0.3177152793364907,0.2549614914196199,0.1851101934259666,0.1562570973249569
27,4,. Samambaia,3422.0,20123000,0.490253401597705,17.00541668737266,0.297224397459323,0.5728408995271118,0.3177152793364907,0.2549614914196199,0.1851101934259666,0.1562570973249569
28,3,. Taguatinga,3425.0,20570200,0.5013895252704345,16.650299948469144,0.2974854259114243,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
29,3,. Vicente Pires,1986.0,6106600,0.1412185987210391,32.52218910686798,0.1722787783868441,0.3812854695229831,0.0417943532358821,0.1037927147789639,0.2551526428750603,0.2600990786274985
30,4,. Gama,4735.0,13454900,0.3242051317807837,35.19164022029149,0.4114678499956495,0.5728408995271118,0.3177152793364907,0.2549614914196199,0.1851101934259666,0.1562570973249569
31,4,. Santa Maria,3814.0,11969100,0.2872059087196446,31.86538670409638,0.3313321152005569,0.5728408995271118,0.3177152793364907,0.2549614914196199,0.1851101934259666,0.1562570973249569
32,7,Angra dos Reis,187.0,16743400,0.4060949857561209,1.116857985833224,0.0157487166101105,0.9965658848697412,1.0,1.0,1.0,1.0
34,6,Campos de Goytacazes,18.0,4835400,0.1095633205171623,0.3722546221615585,0.0010441138084051,0.2402414276642951,0.755283344824807,0.7674252098939759,0.6686082832267831,0.7026317534076142
