COD_REG,Arquivo,Média de Precipitação,Média de Temperatura Máxima,Média de Temperatura Mínima,Média de Umidade Relativa Máxima,Média de Umidade Relativa Mínima
1,1-2023-BRAZLANDIA .csv,0.15405644855081632,23.17544378698225,21.718887573964494,64.75727810650888,58.0992899408284
2,2-2023-AGUAS EMENDADA.csv,0.10667791706846673,22.958572462020737,21.231070653484444,69.02158186640945,61.928743670122984
3,3-2023-BRASILIA.csv,0.11376356367789836,22.7355436149537,21.207453984223164,68.32674059677603,61.435692237338515
4,4-2023-GAMA.csv,0.14169049525334554,23.434336040260778,21.65070341987876,66.3400434633421,58.908841358801325
5,5-2023-PARANOA.csv,0.12406302220100264,23.174442190669374,21.644946903710775,70.6702470461869,63.84640171858217
6,6-2023-CAMPOSDOSGOYTACAZES.csv,0.09140633939810046,24.797825589379723,23.700411993591214,78.98065918974594,73.96349279011216
7,7-2023-ANGRADOSREIS.csv,0.24373339494051058,24.023082255083178,23.001548059149723,84.17095991683031,78.73316391359593
