COD_REG,Arquivo,Média de Precipitação,Média de Temperatura Máxima,Média de Temperatura Mínima,Média de Umidade Relativa Máxima,Média de Umidade Relativa Mínima
1,1-2021-BRAZLANDIA.csv,0.2353887399463807,22.40329952197738,21.040130581788507,66.17243791535502,59.98705841203218
2,2-2021-AGUAS EMENDADA .csv,0.16445275958840033,21.926774231263884,20.297989009704196,70.64667368174909,64.13761253361393
3,3-2021-BRASILIA.csv,0.23098527229135743,21.960477332419778,20.518328194587188,68.76042023524037,62.289825282631035
4,4-2021-GAMA.csv,0.16415115880808315,22.786927731476194,21.087121817559083,66.72382692088138,59.724854435437834
5,5-2021-PARANOA.csv,0.19588496609773204,22.398176504967857,20.874810052600814,71.77485862393968,64.94297832233742
6,6-2021-CAMPOSDOSGOYTACAZES.csv,0.13570042242265098,23.8496460379082,22.696289107102075,79.78830783283854,74.8698332952729
7,7-2021-ANGRADOSREIS.csv,0.18234941564279292,23.98344522429051,22.825450106805004,83.54882514494965,77.18294171498322
