COD_REG,Arquivo,Média de Precipitação,Média de Temperatura Máxima,Média de Temperatura Mínima,Média de Umidade Relativa Máxima,Média de Umidade Relativa Mínima
1,1-2019-BRAZLANDIA.csv,0.17324825711922487,23.11398345153664,21.680650118203307,64.98345153664303,58.430023640661936
2,2-2019-AGUAS EMENDADAS.csv,0.15724454649827782,22.669062105383997,21.04932502596054,70.16014234875445,63.452646079669385
3,3-2019-BRASILIA.csv,0.15661024702653245,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
4,4-2019-GAMA.csv,0.14245918483845188,23.24292727480306,21.505708414202537,68.0324237926704,60.653841762758304
5,5-2019-PARANOA.csv,0.1361228934999427,23.05207473635947,21.487058688674924,71.2800875273523,64.21950938615686
6,6-2019-CAMPOSDOSGOYTACAZES.csv,0.12189497716894977,24.919456496917103,23.800742178579583,77.80315140443024,72.85042247088376
7,7-2019-ANGRADOSREIS.csv,0.27723791014061966,24.19211067916762,23.157214726732217,86.13400411616739,80.71941458952664
