COD_CIDADE,COD_REG,Região de Saúde,Casos,População Total,Média de Precipitação,Média de Temperatura Máxima,Média de Temperatura Mínima,Média de Umidade Relativa Máxima,Média de Umidade Relativa Mínima
1,3,. Cruzeiro,570.0,3151400,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
2,3,. Lago Norte,702.0,3582100,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
3,3,. Lago Sul,529.0,2937700,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
4,3,. Plano Piloto,1896.0,20618300,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
5,3,. Sudoeste Octogonal,239.0,5003300,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
6,3,. Varjão,203.0,879300,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
7,3,. Candangolândia,263.0,1601900,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
8,3,. Estrutural,671.0,3068700,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
9,3,. Guará,2296.0,10784700,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
10,3,. Núcleo Bandeirante,300.0,2313400,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
11,3,. Park Way,193.0,2034500,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
12,4,. Riacho Fundo I,561.0,3529100,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
13,4,. Riacho Fundo II,848.0,3710800,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
14,3,. SIA,11.0,435600,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
15,5,. Jardim Botânico,503.0,3586500,0.1228453850676072,22.278703376867867,20.757406753735737,69.9717613836922,63.40404753500412
16,5,. Itapoã,779.0,5208900,0.1228453850676072,22.278703376867867,20.757406753735737,69.9717613836922,63.40404753500412
17,5,. Paranoá,1849.0,4828100,0.1228453850676072,22.278703376867867,20.757406753735737,69.9717613836922,63.40404753500412
18,5,. São Sebastião,3417.0,7457000,0.1228453850676072,22.278703376867867,20.757406753735737,69.9717613836922,63.40404753500412
19,2,. Fercal,140.0,876300,0.1487144010146431,21.968577029520294,20.304301199261992,69.2405442804428,62.53707761503863
20,2,. Planaltina,4359.0,17265700,0.1487144010146431,21.968577029520294,20.304301199261992,69.2405442804428,62.53707761503863
21,2,. Sobradinho,3021.0,7025200,0.1487144010146431,21.968577029520294,20.304301199261992,69.2405442804428,62.53707761503863
22,2,. Sobradinho II,2337.0,8083000,0.1487144010146431,21.968577029520294,20.304301199261992,69.2405442804428,62.53707761503863
23,1,. Brazlândia,1680.0,5797400,0.1646398503274088,22.401017068038342,21.00499181669394,64.28501285948094,58.26762539459838
24,1,. Ceilândia,11499.0,40593200,0.1646398503274088,22.401017068038342,21.00499181669394,64.28501285948094,58.26762539459838
25,3,. Águas Claras,1560.0,9892800,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
26,4,. Recanto Das Emas,2260.0,12361500,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
27,4,. Samambaia,6575.0,20123000,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
28,3,. Taguatinga,4483.0,20570200,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
29,3,. Vicente Pires,2491.0,6106600,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
30,4,. Gama,1087.0,13454900,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
31,4,. Santa Maria,740.0,11969100,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
32,7,Angra dos Reis,504.0,16743400,0.3224119656106465,23.2112040527804,22.24895146088596,85.16877437655124,79.73832880274199
33,8,Rio de janeiro,7576.0,621122300,0.1285665334094803,23.87297760511883,22.876759597806213,78.00375807398709,73.54644744568408
34,6,Campos de Goytacazes,1142.0,4835400,0.1437442713107241,24.16626492194674,23.03184113865932,78.7540757749713,73.76176808266361
35,9,Valença,146.0,6808800,0.1935388127853881,21.93831487612741,20.76336339764813,80.72020547945205,75.46392694063927
