Data,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
01/01/2018,0,"23,6","22,7",83,78
01/01/2018,0,"22,9","22,4",84,82
01/01/2018,0,"22,7","22,2",84,83
01/01/2018,0,"22,6","22,1",86,84
01/01/2018,0,"22,4",22,87,85
01/01/2018,0,"22,1","21,8",88,86
01/01/2018,0,"21,8","21,6",89,88
01/01/2018,0,"21,8","20,9",91,87
01/01/2018,0,"21,4","20,9",91,89
01/01/2018,0,"22,3","20,6",91,87
01/01/2018,0,"22,9","22,1",87,84
01/01/2018,0,"25,1","22,8",84,76
01/01/2018,0,"27,2","24,8",78,66
01/01/2018,"0,2","28,8",27,68,60
01/01/2018,0,"30,5","28,7",64,54
01/01/2018,0,"31,2","29,8",59,51
01/01/2018,0,"31,8",30,59,50
01/01/2018,0,"32,5","30,2",57,45
01/01/2018,0,"31,4","29,9",62,54
01/01/2018,2,"29,9",25,82,58
01/01/2018,0,"28,4","26,8",74,63
01/01/2018,0,"27,1",26,73,66
01/01/2018,0,26,"24,4",74,67
01/01/2018,0,"24,9","23,5",78,70
02/01/2018,0,"24,1","22,9",84,76
02/01/2018,0,23,"22,5",87,84
02/01/2018,0,"22,7","22,2",88,86
02/01/2018,0,"22,4","21,6",91,88
02/01/2018,0,22,"21,4",92,91
02/01/2018,0,"22,3","21,9",91,89
02/01/2018,0,"22,2","21,8",91,90
02/01/2018,0,22,"21,7",91,90
02/01/2018,0,"22,5","21,9",91,88
02/01/2018,0,"22,7","22,5",88,87
02/01/2018,0,"23,8","22,7",88,82
02/01/2018,0,25,"23,8",83,77
02/01/2018,0,"26,1",25,78,73
02/01/2018,0,"27,6","25,9",75,69
02/01/2018,0,"29,2","27,2",71,66
02/01/2018,0,"30,5","28,8",68,62
02/01/2018,0,"31,2","30,3",64,58
02/01/2018,0,"32,8","30,8",62,53
02/01/2018,0,"34,2","31,9",58,41
02/01/2018,0,"32,9","25,8",76,48
02/01/2018,0,"26,1","25,7",80,74
02/01/2018,0,"26,5","25,2",75,72
02/01/2018,0,"25,3","24,2",81,74
02/01/2018,0,"24,2","23,5",86,81
03/01/2018,0,"23,7","23,1",88,85
03/01/2018,0,"23,5","23,1",88,86
03/01/2018,0,"23,9","23,3",87,85
03/01/2018,0,"23,7","23,1",89,85
03/01/2018,0,"23,5","23,2",87,87
03/01/2018,0,"23,2",23,88,87
03/01/2018,0,"23,2","22,9",87,86
03/01/2018,0,"23,1","22,5",89,86
03/01/2018,0,"23,2","22,7",88,85
03/01/2018,0,"24,2",23,87,79
03/01/2018,0,"24,6","23,9",82,79
03/01/2018,0,"24,7","24,4",81,79
03/01/2018,0,"26,3","24,7",80,73
03/01/2018,0,"29,4","26,2",75,61
03/01/2018,0,"29,8",29,63,52
03/01/2018,0,"31,4","29,6",56,49
03/01/2018,0,"32,1","30,5",54,48
03/01/2018,0,"32,2","30,3",59,46
03/01/2018,0,"30,8","28,8",75,58
03/01/2018,0,32,"30,4",62,48
03/01/2018,0,"30,4","28,2",69,58
03/01/2018,0,"28,2","25,2",79,68
03/01/2018,"7,4","25,2","22,3",92,77
03/01/2018,12,"22,7","22,1",94,92
04/01/2018,"0,8","23,1","22,5",94,88
04/01/2018,"0,2","22,5","22,3",92,88
04/01/2018,"3,2","22,6","21,4",92,87
04/01/2018,"5,8","21,5","21,2",93,92
04/01/2018,"4,4","21,3","21,1",94,93
04/01/2018,"1,4","21,5","21,2",94,93
04/01/2018,"1,8","21,5","21,2",94,92
04/01/2018,"0,2","21,3","21,1",93,92
04/01/2018,"0,4","21,2",21,93,92
04/01/2018,1,"21,1","20,7",93,92
04/01/2018,"0,8","21,3","20,9",93,91
04/01/2018,"0,2","22,3","21,3",93,87
04/01/2018,0,"23,1","22,3",88,83
04/01/2018,0,"24,4",23,84,75
04/01/2018,0,"24,3","22,3",83,73
04/01/2018,0,"23,2","21,8",88,81
04/01/2018,2,23,"22,3",88,83
04/01/2018,2,"23,1","22,1",89,81
04/01/2018,"0,2","22,3","21,8",90,85
04/01/2018,0,"22,5","22,1",86,81
04/01/2018,0,"22,3","22,1",86,83
04/01/2018,"0,2","22,3","21,5",87,83
04/01/2018,"0,2","21,5","20,7",91,84
04/01/2018,"0,4","20,8","20,6",93,91
05/01/2018,0,"20,8",20,92,89
05/01/2018,"0,4","20,1","19,9",92,91
05/01/2018,0,"19,9","19,2",93,91
05/01/2018,0,"19,2","18,9",93,93
05/01/2018,"0,2",19,"18,9",93,93
05/01/2018,0,"19,1",19,93,93
05/01/2018,0,"19,1","19,1",93,93
