Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
2019/01/01,0000 UTC,0,"25,1","24,6",92,90
2019/01/01,0100 UTC,0,"24,7","24,2",94,92
2019/01/01,0200 UTC,0,"24,4","23,9",94,93
2019/01/01,0300 UTC,0,"24,1","23,6",95,93
2019/01/01,0400 UTC,0,"23,9","23,5",95,94
2019/01/01,0500 UTC,0,"23,5","23,1",95,95
2019/01/01,0600 UTC,0,"23,5",23,95,95
2019/01/01,0700 UTC,0,"23,1","22,7",96,95
2019/01/01,0800 UTC,0,"22,7","22,3",96,95
2019/01/01,0900 UTC,0,"23,5","22,4",96,96
2019/01/01,1000 UTC,0,"26,3","23,5",96,86
2019/01/01,1100 UTC,0,"28,6","26,1",86,74
2019/01/01,1200 UTC,0,"31,1","28,2",77,62
2019/01/01,1300 UTC,0,33,"31,1",64,47
2019/01/01,1400 UTC,0,"33,7","32,3",50,44
2019/01/01,1500 UTC,0,"34,5",33,48,43
2019/01/01,1600 UTC,0,"34,8","33,1",48,42
2019/01/01,1700 UTC,0,35,"31,8",57,41
2019/01/01,1800 UTC,0,"32,6","30,4",63,55
2019/01/01,1900 UTC,0,"30,6","29,1",68,62
2019/01/01,2000 UTC,0,"30,1","28,9",70,65
2019/01/01,2100 UTC,0,29,"28,2",73,69
2019/01/01,2200 UTC,0,"28,6","27,1",80,68
2019/01/01,2300 UTC,0,"28,5","27,2",76,69
2019/01/02,0000 UTC,0,"27,3","26,4",80,75
2019/01/02,0100 UTC,0,"26,7","25,3",85,78
2019/01/02,0200 UTC,0,"25,4","24,9",87,81
2019/01/02,0300 UTC,0,"25,3","24,8",83,81
2019/01/02,0400 UTC,0,"24,8","24,1",89,83
2019/01/02,0500 UTC,0,"24,1","23,8",91,89
2019/01/02,0600 UTC,0,"24,1","23,9",92,91
2019/01/02,0700 UTC,0,"23,9","23,6",93,92
2019/01/02,0800 UTC,0,"23,7","23,4",93,93
2019/01/02,0900 UTC,0,"24,3","23,3",94,93
2019/01/02,1000 UTC,0,"25,4","24,2",93,87
2019/01/02,1100 UTC,0,"27,7","25,4",88,76
2019/01/02,1200 UTC,0,"30,3","27,5",77,67
2019/01/02,1300 UTC,0,"31,3","29,5",71,65
2019/01/02,1400 UTC,0,"33,2","30,4",69,58
2019/01/02,1500 UTC,0,"34,1","32,2",62,56
2019/01/02,1600 UTC,0,34,"32,8",60,53
2019/01/02,1700 UTC,0,"33,8","31,2",62,53
2019/01/02,1800 UTC,0,32,"30,3",64,58
2019/01/02,1900 UTC,0,"30,5","29,5",67,63
2019/01/02,2000 UTC,0,"30,2","28,6",69,64
2019/01/02,2100 UTC,0,"28,9","28,3",70,68
2019/01/02,2200 UTC,0,"28,3",27,76,70
2019/01/02,2300 UTC,0,"27,3","27,1",76,75
2019/01/03,0000 UTC,0,"27,7","26,9",77,73
2019/01/03,0100 UTC,0,"26,9","25,9",82,77
2019/01/03,0200 UTC,0,"25,9","25,3",86,82
2019/01/03,0300 UTC,0,"25,4","24,8",88,86
2019/01/03,0400 UTC,0,"24,8","24,5",90,88
2019/01/03,0500 UTC,0,"24,5","24,1",92,90
2019/01/03,0600 UTC,0,"24,1","23,9",93,92
2019/01/03,0700 UTC,0,24,"23,9",93,92
2019/01/03,0800 UTC,0,24,"23,8",93,92
2019/01/03,0900 UTC,0,"25,4","23,8",93,88
2019/01/03,1000 UTC,0,"27,8","25,4",88,78
2019/01/03,1100 UTC,0,"31,6","27,9",78,65
2019/01/03,1200 UTC,0,34,"31,1",65,48
2019/01/03,1300 UTC,0,"35,6","33,6",53,42
2019/01/03,1400 UTC,0,"36,5",35,44,39
2019/01/03,1500 UTC,0,"37,2",36,42,37
2019/01/03,1600 UTC,0,"37,8","36,7",41,36
2019/01/03,1700 UTC,0,"38,5","36,8",39,34
2019/01/03,1800 UTC,0,"38,8","35,4",48,33
2019/01/03,1900 UTC,0,"35,5","30,8",60,46
2019/01/03,2000 UTC,0,"31,1","30,1",64,59
2019/01/03,2100 UTC,0,32,"30,8",62,56
2019/01/03,2200 UTC,0,"30,9","29,6",64,59
2019/01/03,2300 UTC,0,"29,6","28,5",67,64
2019/01/04,0000 UTC,"14,8","28,5","24,3",93,67
2019/01/04,0100 UTC,"14,8","25,8","22,6",93,86
2019/01/04,0200 UTC,"5,2","24,3","22,7",94,87
2019/01/04,0300 UTC,0,"23,9","23,5",93,91
2019/01/04,0400 UTC,0,"24,8","23,5",93,85
2019/01/04,0500 UTC,0,"25,4","24,1",89,81
2019/01/04,0600 UTC,0,"24,7","24,2",90,88
2019/01/04,0700 UTC,0,"24,4","24,2",90,89
2019/01/04,0800 UTC,0,"24,3","23,6",92,90
2019/01/04,0900 UTC,0,"25,5","23,4",93,86
2019/01/04,1000 UTC,0,"28,9","25,5",87,74
2019/01/04,1100 UTC,0,"30,8","28,7",77,66
2019/01/04,1200 UTC,"0,2","33,7","29,9",71,48
2019/01/04,1300 UTC,0,"34,6","33,3",51,46
2019/01/04,1400 UTC,0,"35,4","34,3",49,43
2019/01/04,1500 UTC,0,"36,1","34,9",47,41
2019/01/04,1600 UTC,0,36,33,60,44
2019/01/04,1700 UTC,0,"33,5","32,5",59,52
2019/01/04,1800 UTC,0,"33,4","26,6",73,52
2019/01/04,1900 UTC,"6,2","26,6","22,2",91,71
2019/01/04,2000 UTC,"0,4","23,9","22,5",92,88
2019/01/04,2100 UTC,0,"24,5","23,5",91,84
2019/01/04,2200 UTC,0,"24,3","23,8",89,85
2019/01/04,2300 UTC,0,"24,4","24,1",89,86
2019/01/05,0000 UTC,0,"26,2","24,3",89,76
2019/01/05,0100 UTC,0,"26,4","25,4",79,72
2019/01/05,0200 UTC,0,"26,7","25,9",72,63
2019/01/05,0300 UTC,0,"26,1","23,9",82,67
2019/01/05,0400 UTC,0,25,"23,5",86,70
2019/01/05,0500 UTC,0,"24,4","23,5",84,75
2019/01/05,0600 UTC,0,"24,2","22,6",83,75
2019/01/05,0700 UTC,0,"22,8","21,5",89,82
2019/01/05,0800 UTC,0,"21,7",21,92,88
2019/01/05,0900 UTC,0,"22,5","20,9",93,90
2019/01/05,1000 UTC,0,"26,9","22,6",90,65
2019/01/05,1100 UTC,0,"28,5","26,9",74,63
2019/01/05,1200 UTC,0,"29,1","28,2",77,68
2019/01/05,1300 UTC,"0,2","29,1","28,2",71,65
2019/01/05,1400 UTC,0,"29,4","28,5",73,65
2019/01/05,1500 UTC,0,"29,8","28,5",74,69
2019/01/05,1600 UTC,0,"30,4","28,7",74,67
2019/01/05,1700 UTC,0,30,"28,5",75,69
2019/01/05,1800 UTC,0,"29,9","27,9",76,68
2019/01/05,1900 UTC,0,"29,1","27,7",77,69
2019/01/05,2000 UTC,0,"27,9","26,2",83,75
2019/01/05,2100 UTC,0,"26,4","25,5",84,81
2019/01/05,2200 UTC,0,"25,6","24,6",86,80
2019/01/05,2300 UTC,0,"25,2","24,4",90,82
2019/01/06,0000 UTC,0,"24,6",24,91,90
2019/01/06,0100 UTC,0,"24,6",24,92,91
2019/01/06,0200 UTC,0,"24,5","23,7",93,90
2019/01/06,0300 UTC,0,"23,7","23,6",93,93
2019/01/06,0400 UTC,0,"23,9","23,3",93,92
2019/01/06,0500 UTC,0,"23,8","23,2",94,93
2019/01/06,0600 UTC,0,"23,8","23,5",94,93
2019/01/06,0700 UTC,0,"23,5","22,9",95,93
2019/01/06,0800 UTC,0,23,"22,6",95,95
2019/01/06,0900 UTC,0,"23,6","22,5",95,94
2019/01/06,1000 UTC,0,"25,8","23,6",94,83
2019/01/06,1100 UTC,0,"28,6","25,8",83,73
2019/01/06,1200 UTC,0,"31,2","28,3",76,64
2019/01/06,1300 UTC,0,"30,9","29,3",71,63
2019/01/06,1400 UTC,0,"32,2","30,4",67,57
2019/01/06,1500 UTC,0,"32,1","30,5",67,60
2019/01/06,1600 UTC,0,"31,6","30,3",65,61
2019/01/06,1700 UTC,0,"30,7","29,9",65,61
2019/01/06,1800 UTC,0,"30,7","29,8",63,60
2019/01/06,1900 UTC,0,30,"28,8",64,61
2019/01/06,2000 UTC,0,"28,8","27,6",71,63
2019/01/06,2100 UTC,0,"29,6","27,9",70,58
2019/01/06,2200 UTC,0,"28,6","27,1",71,63
2019/01/06,2300 UTC,0,"27,1",26,74,71
2019/01/07,0000 UTC,0,26,25,78,74
2019/01/07,0100 UTC,0,25,"24,1",83,78
2019/01/07,0200 UTC,0,"24,1","23,5",86,83
2019/01/07,0300 UTC,0,"23,7","23,5",89,86
2019/01/07,0400 UTC,0,"23,6","22,8",93,89
2019/01/07,0500 UTC,0,23,"22,8",94,93
2019/01/07,0600 UTC,0,"23,1","22,5",94,93
2019/01/07,0700 UTC,0,"22,9","22,5",95,94
2019/01/07,0800 UTC,0,"22,9","22,8",95,94
2019/01/07,0900 UTC,0,"23,2","22,7",94,93
2019/01/07,1000 UTC,0,"25,1","23,2",93,82
2019/01/07,1100 UTC,0,"27,4","25,1",82,70
2019/01/07,1200 UTC,0,"29,9","27,3",71,61
2019/01/07,1300 UTC,0,"31,4","29,7",62,55
