Semana epidemiológica dos sintomas,Casos notificados,Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,25,1,0.0,25.8424823633157,25.235060690943047,74.33928571428571,67.94642857142857
2,32,2,0.5178571428571429,24.452380952380956,23.523628416883994,88.89285714285714,84.86309523809524
3,46,3,0.1875,21.94116927592955,20.419911076207928,88.64880465677686,84.38096211501772
4,37,4,0.0,19.40894439967768,18.317230273752013,81.9300899427637,77.13982011447261
5,51,5,0.0,20.085817888799355,18.85829307568438,81.79272281275551,77.41455437448897
6,53,6,0.0,20.76269137792103,19.39935587761675,81.65535568274734,77.68928863450532
7,87,7,0.0,21.43956486704271,19.940418679549115,81.51798855273917,77.96402289452166
8,114,8,0.0,22.116438356164384,20.48148148148148,81.380621422731,78.23875715453802
9,139,9,0.0,22.79331184528606,21.02254428341385,81.24325429272281,78.51349141455437
10,142,10,0.0,23.47018533440773,21.563607085346217,81.10588716271464,78.78822567457073
11,191,11,0.0,24.90350363889848,23.302291810443982,82.2847992835728,77.66254428999727
12,163,12,0.1458333333333333,24.95529878618113,24.30324074074074,83.5,78.2202380952381
13,127,13,0.0,25.655217086834732,23.224296536796537,83.17261904761905,77.13095238095238
14,86,14,0.0,25.88824404761905,22.94237012987013,83.06547619047619,77.07738095238095
15,58,15,0.0,25.57859992401216,22.269209956709958,78.82142857142857,72.82142857142857
16,32,16,0.0,25.818349480749745,22.886093073593077,76.07738095238095,69.66666666666667
17,26,17,0.0327380952380952,21.66507711038961,19.43249458874459,79.94642857142857,74.70833333333333
18,19,18,0.0,20.58603896103896,21.561011904761905,82.94047619047619,77.71428571428571
19,13,19,0.0,21.713435374149658,19.793650793650794,82.23809523809524,77.5
20,7,20,0.0,21.3312074829932,21.204648526077097,82.20238095238095,77.77380952380952
21,2,21,0.0,17.583333333333332,16.85449372056515,84.52380952380952,79.80952380952381
22,0,22,0.3303571428571428,22.12797619047619,19.39460279304029,87.875,83.36904761904762
23,2,23,0.3005952380952381,16.455357142857142,16.70030824829932,85.89285714285714,81.35714285714286
24,0,24,0.0,16.41326530612245,16.287414965986393,83.19047619047619,77.71428571428571
25,1,25,0.0,17.070737670068027,17.00595238095238,84.68452380952381,80.80952380952381
26,0,26,0.0,18.75607638888889,18.68452380952381,84.29166666666667,79.80357142857143
27,1,27,0.0,17.67137896825397,18.405396174863387,79.28571428571429,74.13095238095238
28,0,28,0.0,21.796875,18.81186572989852,77.13690476190476,70.0952380952381
29,0,29,0.0,17.979828042328045,14.83791208791209,81.95238095238095,78.32738095238095
30,0,30,0.0,19.079237891737893,16.8634768009768,78.41666666666667,73.26190476190476
31,0,31,0.0,20.40819597069597,17.426046176046174,76.5297619047619,70.7202380952381
32,0,32,0.0,17.986874236874236,16.760131072631072,79.44642857142857,74.19047619047619
33,1,33,0.0297619047619047,24.63217338217338,21.305886243386244,77.38095238095238,71.55357142857143
34,0,34,0.0,18.44876126126126,18.06382275132275,76.17261904761905,70.60714285714286
35,2,35,0.1309523809523809,22.816119691119688,20.64493575207861,71.78571428571429,66.41071428571429
36,0,36,0.0,23.202380952380956,20.617074829931973,77.0952380952381,71.625
37,0,37,0.0,23.32906058462989,24.97662202380953,63.20337301587301,57.07539682539682
38,0,38,0.0,19.621534653465343,19.65991023425499,74.52281746031747,69.04662698412699
39,0,39,0.0,18.57619047619048,18.04273644941848,82.00595238095238,77.67857142857143
40,0,40,0.0,18.78472222222222,18.9984693877551,83.78571428571429,79.0297619047619
41,0,41,0.0,22.828988779419813,22.124404761904763,76.39880952380952,71.73809523809524
42,5,42,0.0,25.78390804597701,23.80017006802721,78.63690476190476,73.22321428571429
43,7,43,0.0,24.266921768707483,22.732568027210885,77.35714285714286,72.5297619047619
44,1,44,0.3511904761904761,22.921768707482997,22.44816468253968,74.24404761904762,69.64285714285714
45,0,45,0.0714285714285714,23.56501831501832,23.517609126984127,80.72619047619048,75.23809523809524
46,0,46,0.3005952380952381,21.57973276723277,19.748511904761905,84.79166666666667,79.42261904761905
47,3,47,0.0,23.62608225108225,22.59394409937888,79.19642857142857,74.36904761904762
48,1,48,0.0,23.10974702380953,21.129095116307397,82.14285714285714,77.0952380952381
49,0,49,0.0,23.65811011904762,24.36497098839536,82.54761904761905,76.78571428571429
50,2,50,0.1607142857142857,23.108245149911816,23.218239795918368,85.53571428571429,80.50595238095238
51,0,51,0.0,25.50968639770723,24.75449929971989,73.89285714285714,67.63690476190476
52,2,52,0.0902777777777777,27.23046875,25.443014705882355,76.63194444444444,69.125
