Semana epidemiológica dos sintomas,Casos notificados,Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,559,1,0.0,25.17384004884005,23.53901515151515,81.17857142857143,75.52380952380952
2,463,2,0.8928571428571429,24.776887464387464,24.2383658008658,87.35119047619048,83.9702380952381
3,476,3,0.0625,23.56131897203326,22.580729166666668,87.10119047619048,84.38095238095238
4,468,4,0.0,26.944302721088437,25.58831845238095,83.39880952380952,79.16666666666667
5,518,5,0.0,26.66785714285714,25.58392857142857,82.77380952380952,78.53571428571429
6,652,6,0.0446428571428571,27.75261904761905,26.48735119047619,75.85714285714286,70.26785714285714
7,882,7,0.0595238095238095,27.72436507936508,26.247767857142858,80.13095238095238,73.6547619047619
8,851,8,0.1071428571428571,27.8343253968254,27.73576604554865,76.70238095238095,70.02380952380952
9,1033,9,0.0208333333333333,27.26295518207283,25.357983954451345,80.6547619047619,75.23214285714286
10,1274,10,0.0833333333333333,27.988532913165265,26.60048558897243,80.69047619047619,75.30952380952381
11,1545,11,0.0178571428571428,26.647321428571427,25.953085839599,82.82142857142857,78.76190476190476
12,1939,12,0.0595238095238095,26.169642857142858,25.278354247104247,82.07142857142857,76.7202380952381
13,3094,13,0.0,27.39583333333333,26.22313384813385,82.22619047619048,78.02380952380952
14,2924,14,0.0,28.168320105820104,25.968177655677653,79.67261904761905,75.43452380952381
15,2845,15,0.0,27.544973544973544,25.7967032967033,80.375,76.25
16,2282,16,0.0,26.637896825396822,24.69047619047619,75.82738095238095,67.875
17,2238,17,0.0,23.623015873015877,22.796703296703296,73.03571428571429,67.16071428571429
18,1342,18,0.0,24.32963564213564,22.399725274725277,78.98214285714286,75.2202380952381
19,1247,19,0.1101190476190476,23.99939874939875,22.392857142857142,80.41071428571429,76.25
20,745,20,0.0982142857142857,23.710602005660142,23.311904761904763,80.96428571428571,77.32738095238095
21,499,21,0.0,22.99032392026578,20.970363408521305,78.1547619047619,74.10119047619048
22,548,22,0.0476190476190476,23.805357142857144,22.989988558352405,81.88095238095238,77.86309523809524
23,430,23,0.181547619047619,19.959429824561404,18.96087819185645,77.47619047619048,73.85119047619048
24,284,24,0.0,19.724243644826352,18.746031746031747,73.91666666666667,69.58928571428571
25,230,25,0.0,19.638619157340354,18.483319490586933,84.36309523809524,81.51190476190476
26,206,26,0.0,21.52115975422427,20.43334717607973,85.25595238095238,82.48214285714286
27,211,27,0.0,21.68277529761905,21.574404761904763,71.35119047619048,65.79166666666667
28,179,28,0.0,25.945569373582764,23.723214285714285,64.51785714285714,59.17261904761905
29,131,29,0.0,19.549036281179134,19.13860544217687,73.43452380952381,70.80357142857143
30,125,30,0.0,21.18772045855379,21.250531462585037,76.76785714285714,74.14880952380952
31,81,31,0.0,23.18727954144621,22.67423844537815,68.5,63.92261904761905
32,69,32,0.0,20.116071428571427,20.35947263520793,79.14880952380952,76.20238095238095
33,61,33,0.0625,22.696309523809525,21.299175824175823,80.5297619047619,76.67261904761905
34,40,34,0.0,21.827074829931973,19.87619047619048,73.04761904761905,68.86309523809524
35,52,35,0.1607142857142857,23.41834496956677,22.385416666666668,81.21428571428571,77.92857142857143
36,40,36,0.0,23.152412280701757,21.822916666666668,82.42857142857143,80.38690476190476
37,50,37,0.0,25.212406015037597,24.11532738095238,70.81547619047619,67.73214285714286
38,48,38,0.0267857142857142,21.964861751152075,21.810267857142858,80.22619047619048,77.45833333333333
39,31,39,0.0,20.51469311427236,20.014339826839823,80.49404761904762,77.85416666666667
40,35,40,0.0952380952380952,21.525564182194618,20.14747095010253,81.23809523809524,78.20833333333333
41,40,41,0.0089285714285714,24.54207482993197,23.088477241490825,77.35714285714286,73.33928571428571
42,55,42,0.0,24.964710884353742,24.30903053657503,83.80357142857143,80.19642857142857
43,52,43,0.0,22.11998746867168,22.89901477832512,79.38690476190476,75.5297619047619
44,37,44,0.1726190476190476,24.540726817042604,22.55952380952381,80.05357142857143,75.85119047619048
45,60,45,0.056547619047619,24.70467032967033,24.142857142857142,81.19047619047619,76.35714285714286
46,67,46,0.1101190476190476,22.98759157509157,22.152281746031747,82.3452380952381,78.43452380952381
47,103,47,0.0,25.503896103896107,23.192956349206348,78.9047619047619,75.2797619047619
48,126,48,0.2142857142857142,24.27631222943723,23.65126050420168,77.98214285714286,73.9047619047619
49,122,49,0.0,25.70550595238095,25.166596638655463,79.67261904761905,74.75595238095238
50,100,50,0.0982142857142857,25.46702380952381,24.09087301587302,82.2202380952381,78.33333333333333
51,125,51,0.0,28.45870879120879,26.011243386243383,75.00595238095238,68.36309523809524
52,108,52,0.0,28.517895299145295,27.44753086419753,74.70833333333333,68.95138888888889
