Semana epidemiológica dos sintomas,Casos notificados,Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,1,1,0.6696428571428571,22.54389880952381,21.17998120300752,88.26190476190476,84.76785714285714
2,1,2,0.3125,25.56749574829932,23.720982142857142,84.44642857142857,79.76785714285714
3,1,3,0.0119047619047619,25.97136273864384,24.33350503663004,82.36309523809524,79.24404761904762
4,2,4,0.1041666666666666,25.775988124778443,24.868131868131872,83.5,81.61904761904762
5,2,5,0.1369047619047619,23.571978996181123,23.788690476190474,80.3452380952381,77.86904761904762
6,1,6,1.2232142857142858,25.16451367781155,24.43804112554113,83.95238095238095,82.30357142857143
7,0,7,0.4047619047619047,26.5,23.041396103896105,82.58928571428571,80.69642857142857
8,4,8,0.0,24.828869047619047,24.119859307359302,77.92261904761905,75.73214285714286
9,4,9,0.0,24.92476851851852,23.957251082251084,78.3452380952381,75.80357142857143
10,1,10,0.1934523809523809,24.438091757170707,23.33809523809524,81.45833333333333,79.44047619047619
11,4,11,0.0476190476190476,25.670940744718937,23.885275689223057,78.75,76.2202380952381
12,4,12,0.0,26.200201955782312,23.018816572681704,78.47619047619048,75.83928571428571
13,5,13,0.0267857142857142,25.55827643557423,22.693480998168496,81.74404761904762,79.7797619047619
14,0,14,0.3625,24.054675716440425,21.304410866910867,83.25595238095238,81.55952380952381
15,1,15,0.0303571428571428,23.946199633699635,20.121871184371184,85.73809523809524,82.17857142857143
16,2,16,0.0416666666666666,22.459415584415584,20.437594268476623,83.74404761904762,78.22619047619048
17,3,17,0.0,22.93344155844156,19.691526610644257,84.60714285714286,79.52380952380952
18,2,18,0.0,21.882239382239383,22.233630952380956,84.57142857142857,79.28571428571429
19,2,19,0.0,20.011212998713,18.415178571428573,85.1547619047619,80.33928571428571
20,0,20,0.0119047619047619,20.13928571428572,15.520833333333334,83.92261904761905,78.30357142857143
21,5,21,0.0,19.17708333333333,19.383928571428573,83.39880952380952,78.02380952380952
22,2,22,0.0238095238095238,18.77827380952381,18.14880952380953,86.39880952380952,81.07440476190476
23,1,23,0.0,21.5,17.94047619047619,83.01785714285714,77.36309523809524
24,0,24,0.0,19.72825091575092,19.574404761904763,83.57738095238095,78.98809523809524
25,4,25,0.0,20.14798061134268,18.026785714285715,79.4047619047619,73.55357142857143
26,1,26,0.0,18.62331059744853,17.600315126050422,81.66071428571429,75.92261904761905
27,1,27,0.0,18.885874542124544,16.43063725490196,79.5952380952381,73.55357142857143
28,1,28,0.0,19.39930555555556,19.998809523809523,75.48214285714286,70.28571428571429
29,0,29,0.0267857142857142,20.982677045177045,19.06845238095238,82.2202380952381,77.58333333333333
30,1,30,0.0,19.91712454212454,19.951719576719576,80.47619047619048,75.19642857142857
31,1,31,0.0,22.30059523809524,17.32506613756614,80.26785714285714,74.61904761904762
32,1,32,0.0,22.017857142857142,20.95833333333333,76.74404761904762,71.4047619047619
33,0,33,0.0625,21.90019841269841,20.166666666666668,77.17261904761905,72.7202380952381
34,1,34,0.0595238095238095,21.018218954248365,19.16804029304029,77.43452380952381,70.66071428571429
35,1,35,0.0476190476190476,20.34943977591036,18.730612589165226,82.43452380952381,78.53571428571429
36,2,36,0.0178571428571428,22.36904761904762,21.48357500895095,73.11904761904762,68.05952380952381
37,2,37,0.0,24.482142857142858,23.56122448979592,69.92857142857143,64.68452380952381
38,3,38,0.0,23.3866341991342,23.886904761904763,69.92261904761905,63.38095238095238
39,0,39,0.0267857142857142,22.035984848484848,21.426136363636363,78.68452380952381,74.17857142857143
40,0,40,0.0,24.49255952380953,24.70779220779221,81.625,76.68452380952381
41,1,41,0.0,22.042559523809523,21.85238095238095,83.51190476190476,79.60714285714286
42,0,42,0.2589285714285714,22.995238095238093,21.22023809523809,84.18452380952381,79.80357142857143
43,0,43,0.0119047619047619,23.65136554621849,22.992857142857144,82.74404761904762,78.19642857142857
44,0,44,0.0476190476190476,24.440301120448176,23.610119047619047,82.61309523809524,77.25595238095238
45,0,45,0.0,25.49404761904762,22.30371315192744,72.93452380952381,66.36904761904762
46,0,46,0.2172619047619047,28.178571428571427,31.08616780045352,75.14285714285714,67.50595238095238
47,0,47,0.1309523809523809,26.205357142857142,24.514880952380956,82.01190476190476,76.83928571428571
48,1,48,0.0,24.158208020050125,24.35782967032967,81.4702380952381,75.92857142857143
49,2,49,0.0,28.47869674185464,25.933836996337,80.07738095238095,74.38095238095238
50,4,50,0.0,24.910714285714285,24.100931677018632,76.51190476190476,70.83333333333333
51,1,51,0.0208333333333333,28.475595238095234,23.223473084886127,77.69642857142857,70.81547619047619
52,4,52,0.0625,24.124193548387098,24.23512585812357,81.63020833333333,75.80729166666667
