Semana epidemiológica dos sintomas,Casos notificados,Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,1,1,0.0863095238095238,25.36572128851541,24.19188596491228,83.04761904761905,76.89285714285714
2,1,2,0.0952380952380952,27.121948779511804,24.77938988095238,75.80952380952381,70.5
3,0,3,0.0,23.84467120181406,23.486341411564627,69.13095238095238,62.910714285714285
4,1,4,0.0,27.59920634920635,26.243941326530614,64.49404761904762,58.410714285714285
5,1,5,0.175595238095238,25.76469494047619,24.186755952380956,77.18452380952381,71.42261904761905
6,2,6,0.3452380952380952,24.050066964285715,21.922619047619047,84.94642857142857,80.35119047619048
7,3,7,0.0297619047619047,26.09595238095238,23.781547619047625,85.3452380952381,79.875
8,2,8,0.0178571428571428,24.616071428571427,22.24598214285714,83.5297619047619,78.45833333333333
9,4,9,0.0,26.30569727891157,22.839533730158728,78.53571428571429,72.46428571428571
10,2,10,0.2470238095238095,24.166705318491037,23.90734126984127,83.39880952380952,78.01190476190476
11,1,11,0.0297619047619047,25.09052257266543,23.567857142857143,80.52380952380952,74.70238095238095
12,4,12,0.0059523809523809,25.56115907901622,24.25,79.01190476190476,72.53571428571429
13,2,13,0.0,22.61401098901099,24.74074074074074,81.10119047619048,75.30357142857143
14,1,14,0.0625,22.22874149659864,22.275256283068785,80.69642857142857,74.86904761904762
15,1,15,0.0476190476190476,20.89030612244898,21.335193452380956,80.23214285714286,74.4047619047619
16,3,16,0.0,22.0750313283208,20.044642857142858,81.69047619047619,76.20833333333333
17,3,17,0.0,19.46334586466165,18.99702380952381,82.18452380952381,77.23214285714286
18,0,18,0.0,18.402218045112782,19.762755102040817,81.32738095238095,75.68452380952381
19,3,19,0.0327380952380952,17.51029761904762,18.704506802721088,83.31547619047619,78.67261904761905
20,6,20,0.0,20.532366071428573,23.852513227513228,80.21428571428571,75.08928571428571
21,7,21,0.0,20.588169642857142,19.117724867724867,79.57142857142857,74.75595238095238
22,0,22,0.0,18.912301587301588,17.634316770186338,85.19642857142857,80.93452380952381
23,3,23,0.0178571428571428,20.585348788638264,19.1568246863963,85.01190476190476,80.57738095238095
24,1,24,0.0,18.392230576441104,16.56302521008403,82.10714285714286,77.44047619047619
25,4,25,0.0148809523809523,18.10654761904762,16.92288961038961,82.6547619047619,78.14880952380952
26,0,26,0.0,15.670238095238094,14.734848484848484,81.13690476190476,75.73214285714286
27,1,27,0.0,16.738095238095237,16.531462585034014,82.81547619047619,77.44642857142857
28,0,28,0.0,19.651785714285715,20.11437074829932,78.42261904761905,72.44047619047619
29,2,29,0.0,18.93207282913165,15.217857142857142,77.51785714285714,71.78571428571429
30,1,30,0.0327380952380952,16.56197478991597,15.385061443932411,74.67857142857143,68.95833333333333
31,2,31,0.0,18.74239417989418,17.734383000512032,76.26190476190476,70.94047619047619
32,1,32,0.0,20.011432350718064,19.082341269841272,78.16071428571429,73.23214285714286
33,2,33,0.0416666666666666,21.008078231292515,20.098214285714285,73.63690476190476,68.13095238095238
34,3,34,0.0,24.060374149659864,18.541997354497354,66.85119047619048,60.94642857142857
35,2,35,0.0,22.61373299319728,19.669312169312168,75.32738095238095,69.89880952380952
36,2,36,0.0,21.84375,21.90518707482993,79.19047619047619,74.56547619047619
37,4,37,0.0,24.183035714285715,21.73270975056689,74.96428571428571,70.04166666666667
38,2,38,0.0595238095238095,21.41453157349897,19.70393990929705,73.67261904761905,67.5952380952381
39,2,39,0.238095238095238,24.86523033126294,23.091875386518243,77.20833333333333,71.6547619047619
40,2,40,0.2202380952380952,21.119107142857143,20.810746006866697,85.48214285714286,81.81547619047619
41,0,41,0.0922619047619047,21.445873015873016,22.23348304839177,81.17261904761905,77.00595238095238
42,1,42,0.4285714285714285,20.389430014430012,19.47606315253374,83.25595238095238,79.52380952380952
43,0,43,0.0396825396825396,22.34648268398268,21.73944805194805,83.93452380952381,79.79761904761905
44,1,44,0.3115079365079365,23.926041666666663,21.22236394557823,81.74404761904762,77.02380952380952
45,0,45,0.0,19.38764880952381,18.28981137909709,83.8452380952381,79.58333333333333
46,3,46,0.2351190476190476,23.103571428571428,19.85615800865801,79.46428571428571,74.29761904761905
47,1,47,0.0,23.932738095238093,20.84,78.05357142857143,72.33333333333333
48,1,48,0.0238095238095238,23.573809523809523,23.1875,79.33928571428571,73.81547619047619
49,1,49,0.306547619047619,21.67142857142857,21.341973886328724,85.68452380952381,80.57738095238095
50,0,50,0.1220238095238095,23.5875,25.071716589861754,84.45833333333333,79.78571428571429
51,1,51,0.0327380952380952,23.78392857142857,22.56547619047619,79.23214285714286,73.32142857142857
52,0,52,0.1666666666666666,22.835833333333333,20.204166666666666,87.03333333333333,82.04166666666667
