Semana epidemiológica dos sintomas,Casos notificados,Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,0,1,0.0,28.756200084068936,24.95977011494253,81.28125,75.203125
2,0,2,0.0,26.70799387394215,25.49404761904762,72.61904761904762,65.88095238095238
3,0,3,0.0,28.375150922437943,27.45416666666667,74.625,67.82142857142857
4,1,4,0.0267857142857142,25.82528011204482,25.53232600732601,77.2797619047619,70.89880952380952
5,1,5,0.0,29.35521708683473,27.400412087912088,70.11309523809524,62.51190476190476
6,1,6,0.0625,25.3531162464986,23.067927170868348,81.25,76.10119047619048
7,0,7,0.0714285714285714,24.031547619047625,23.441001400560225,83.39285714285714,78.0297619047619
8,2,8,0.0,26.80892857142857,24.776785714285715,81.97619047619048,75.94047619047619
9,2,9,0.3541666666666667,25.306349206349203,24.787774725274726,84.75595238095238,78.92857142857143
10,2,10,0.0238095238095238,25.435515873015877,24.974130036630036,81.43452380952381,75.88095238095238
11,2,11,0.0684523809523809,25.210371085371083,24.590561224489797,84.85119047619048,79.00595238095238
12,2,12,0.0238095238095238,24.13916595166595,22.3171768707483,85.23809523809524,80.38690476190476
13,9,13,0.0,22.85589641839642,21.84887566137566,82.33928571428571,76.5
14,6,14,0.0,24.694368131868128,22.79398148148148,81.39880952380952,76.10714285714286
15,8,15,0.0178571428571428,23.260464669738862,22.56519274376417,87.42857142857143,83.08928571428571
16,7,16,0.0089285714285714,23.89132104454685,21.833460138441342,83.64880952380952,78.66666666666667
17,3,17,0.0,23.48921130952381,23.310105621195845,81.25,75.94047619047619
18,9,18,0.0,22.966671043417367,23.16238995598239,83.45833333333333,78.30357142857143
19,15,19,0.0,22.990546218487395,20.66456582633053,83.125,78.49404761904762
20,19,20,0.0,21.95014880952381,21.404761904761905,87.41071428571429,83.47619047619048
21,14,21,0.0,20.883725649350648,18.12202380952381,85.1547619047619,79.85119047619048
22,6,22,0.0,22.715849699081406,21.371031746031747,81.61904761904762,76.39880952380952
23,14,23,0.0,18.44531552458382,18.67063492063492,85.5297619047619,80.2797619047619
24,5,24,0.0,20.31769841269841,19.58630952380953,82.41071428571429,77.25595238095238
25,6,25,0.0,20.977878151260505,17.34873949579832,82.86309523809524,77.48809523809524
26,7,26,0.0,20.22426470588235,20.32983193277311,76.79166666666667,70.73214285714286
27,3,27,0.0,21.043367346938776,17.657738095238095,80.86904761904762,74.38690476190476
28,1,28,0.0,16.85544217687075,14.449404761904765,79.3452380952381,73.18452380952381
29,2,29,0.0,17.55794817927171,16.910714285714285,78.25595238095238,73.26785714285714
30,1,30,0.0,20.72734093637455,16.595238095238095,75.03571428571429,68.91666666666667
31,1,31,0.0,19.920068027210885,19.404761904761905,78.0,72.61904761904762
32,2,32,0.0,18.757738095238096,21.946428571428573,77.7202380952381,72.23214285714286
33,1,33,0.0,19.759457671957676,17.987971230158728,71.45833333333333,65.38095238095238
34,3,34,0.0,18.44411375661376,18.024620344932845,83.02380952380952,78.98809523809524
35,0,35,0.0,20.686649659863946,19.958496860282576,71.19642857142857,65.86904761904762
36,1,36,0.0,20.746450754214727,19.499149659863946,82.89880952380952,78.93452380952381
37,2,37,0.0,25.879399585921327,23.229166666666668,68.91071428571429,62.96428571428572
38,2,38,0.0,24.98992673992674,22.669066820276495,71.18452380952381,65.97619047619048
39,4,39,0.2202380952380952,19.678092740592746,18.94402841781874,82.43452380952381,78.32738095238095
40,2,40,0.0,22.29745670995671,20.679761904761904,68.83928571428571,63.220238095238095
41,2,41,0.0,23.18407738095238,22.19550865800866,79.76785714285714,75.20238095238095
42,5,42,0.0,24.618898809523813,24.094524270056187,75.6547619047619,69.7797619047619
43,1,43,0.0,24.17614468864469,23.56062844759653,76.70833333333333,71.9047619047619
44,1,44,0.2321428571428571,26.901831501831506,23.37285052910053,75.375,69.60714285714286
45,1,45,0.0,24.16547619047619,24.013392857142858,77.9047619047619,73.03571428571429
46,2,46,0.0833333333333333,21.77628968253968,21.65714285714286,82.91964285714286,78.88392857142857
47,1,47,0.0714285714285714,22.214781746031747,22.49315476190476,84.51190476190476,79.69642857142857
48,2,48,0.2261904761904762,23.07453416149069,21.632440476190474,77.77380952380952,72.76785714285714
49,4,49,0.0178571428571428,21.62061889973381,21.288690476190474,81.19047619047619,76.32142857142857
50,2,50,0.1369047619047619,23.692833951762523,24.46130952380953,81.66071428571429,77.4702380952381
51,1,51,0.1309523809523809,25.71103896103896,25.14153439153439,76.23214285714286,70.06547619047619
52,2,52,0.4642857142857143,27.020021645021643,22.290013227513228,79.89285714285714,74.11904761904762
