COD_CIDADE,COD_REG,Região de Saúde,Casos,População Normalizada,Média de Precipitação,Média de Temperatura Máxima,Média de Temperatura Mínima,Média de Umidade Relativa Máxima,Média de Umidade Relativa Mínima
1,3,. Cruzeiro,278.0,0.0043754763876848,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
2,3,. Lago Norte,422.0,0.0050693852470175,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
3,3,. Lago Sul,300.0,0.0040311803040084,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
4,3,. Plano Piloto,1658.0,0.0325167270379726,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
5,3,. Sudoeste Octogonal,220.0,0.0073591072597495,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
6,3,. Varjão,662.0,0.0007148534034964,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
7,3,. Candangolândia,365.0,0.0018790478352444,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
8,3,. Estrutural,563.0,0.0042422368644277,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
9,3,. Guará,1828.0,0.0166736293850021,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
10,3,. Núcleo Bandeirante,591.0,0.003025358848514,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
11,3,. Park Way,280.0,0.0025760178202626,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
12,4,. Riacho Fundo I,834.0,0.0049839959515807,0.1424591848384518,23.24292727480306,21.505708414202537,68.0324237926704,60.653841762758304
13,4,. Riacho Fundo II,384.0,0.0052767362342386,0.1424591848384518,23.24292727480306,21.505708414202537,68.0324237926704,60.653841762758304
14,3,. SIA,6.0,0.0,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
15,5,. Jardim Botânico,227.0,0.0050764741696575,0.1361228934999427,23.05207473635947,21.487058688674924,71.2800875273523,64.21950938615686
16,5,. Itapoã,2439.0,0.0076903532812931,0.1361228934999427,23.05207473635947,21.487058688674924,71.2800875273523,64.21950938615686
17,5,. Paranoá,2947.0,0.0070768392491735,0.1361228934999427,23.05207473635947,21.487058688674924,71.2800875273523,64.21950938615686
18,5,. São Sebastião,3129.0,0.0113123094147176,0.1361228934999427,23.05207473635947,21.487058688674924,71.2800875273523,64.21950938615686
19,2,. Fercal,519.0,0.000710020047151,0.1572445464982778,22.669062105384,21.04932502596054,70.16014234875445,63.452646079669385
20,2,. Planaltina,5667.0,0.0271152902100206,0.1572445464982778,22.669062105384,21.04932502596054,70.16014234875445,63.452646079669385
21,2,. Sobradinho,1781.0,0.0106166283247248,0.1572445464982778,22.669062105384,21.04932502596054,70.16014234875445,63.452646079669385
22,2,. Sobradinho II,2546.0,0.012320869772141,0.1572445464982778,22.669062105384,21.04932502596054,70.16014234875445,63.452646079669385
23,1,. Brazlândia,1310.0,0.0086384966843981,0.1732482571192248,23.11398345153664,21.680650118203307,64.98345153664303,58.430023640661936
24,1,. Ceilândia,4163.0,0.0646986635930816,0.1732482571192248,23.11398345153664,21.680650118203307,64.98345153664303,58.430023640661936
25,3,. Águas Claras,862.0,0.0152366725434909,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
26,4,. Recanto Das Emas,1995.0,0.0192140414801863,0.1424591848384518,23.24292727480306,21.505708414202537,68.0324237926704,60.653841762758304
27,4,. Samambaia,2547.0,0.0317187399053338,0.1424591848384518,23.24292727480306,21.505708414202537,68.0324237926704,60.653841762758304
28,3,. Taguatinga,1951.0,0.0324392322245667,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
29,3,. Vicente Pires,721.0,0.0091366546117389,0.1566102470265324,22.70882891125343,21.24728956999085,67.24565416285454,60.94063822486561
30,4,. Gama,910.0,0.0209756387562356,0.1424591848384518,23.24292727480306,21.505708414202537,68.0324237926704,60.653841762758304
31,4,. Santa Maria,885.0,0.0185818384701976,0.1424591848384518,23.24292727480306,21.505708414202537,68.0324237926704,60.653841762758304
32,7,Angra dos Reis,1764.0,0.0262738028702725,0.2772379101406196,24.19211067916762,23.157214726732217,86.13400411616739,80.71941458952664
33,8,Rio de janeiro,22046.0,1.0,0.2006394153916419,24.63562128825948,23.68507309273641,79.99414129810454,75.68213670304422
34,6,Campos de Goytacazes,177.0,0.0070886004162808,0.1218949771689497,24.919456496917103,23.800742178579583,77.80315140443024,72.85042247088376
35,9,Valença,190.0,0.0102679822203375,0.1010357327809425,22.90660495943321,21.70252542566564,79.67192320877614,74.29048108787568
