COD_CIDADE,COD_REG,Região de Saúde,Casos,População Normalizada,Média de Precipitação,Média de Temperatura Máxima,Média de Temperatura Mínima,Média de Umidade Relativa Máxima,Média de Umidade Relativa Mínima
1,3,. Cruzeiro,570.0,0.0043754763876848,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
2,3,. Lago Norte,702.0,0.0050693852470175,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
3,3,. Lago Sul,529.0,0.0040311803040084,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
4,3,. Plano Piloto,1896.0,0.0325167270379726,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
5,3,. Sudoeste Octogonal,239.0,0.0073591072597495,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
6,3,. Varjão,203.0,0.0007148534034964,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
7,3,. Candangolândia,263.0,0.0018790478352444,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
8,3,. Estrutural,671.0,0.0042422368644277,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
9,3,. Guará,2296.0,0.0166736293850021,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
10,3,. Núcleo Bandeirante,300.0,0.003025358848514,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
11,3,. Park Way,193.0,0.0025760178202626,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
12,4,. Riacho Fundo I,561.0,0.0049839959515807,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
13,4,. Riacho Fundo II,848.0,0.0052767362342386,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
14,3,. SIA,11.0,0.0,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
15,5,. Jardim Botânico,503.0,0.0050764741696575,0.1228453850676072,22.278703376867867,20.757406753735737,69.9717613836922,63.40404753500412
16,5,. Itapoã,779.0,0.0076903532812931,0.1228453850676072,22.278703376867867,20.757406753735737,69.9717613836922,63.40404753500412
17,5,. Paranoá,1849.0,0.0070768392491735,0.1228453850676072,22.278703376867867,20.757406753735737,69.9717613836922,63.40404753500412
18,5,. São Sebastião,3417.0,0.0113123094147176,0.1228453850676072,22.278703376867867,20.757406753735737,69.9717613836922,63.40404753500412
19,2,. Fercal,140.0,0.000710020047151,0.1487144010146431,21.968577029520294,20.304301199261992,69.2405442804428,62.53707761503863
20,2,. Planaltina,4359.0,0.0271152902100206,0.1487144010146431,21.968577029520294,20.304301199261992,69.2405442804428,62.53707761503863
21,2,. Sobradinho,3021.0,0.0106166283247248,0.1487144010146431,21.968577029520294,20.304301199261992,69.2405442804428,62.53707761503863
22,2,. Sobradinho II,2337.0,0.012320869772141,0.1487144010146431,21.968577029520294,20.304301199261992,69.2405442804428,62.53707761503863
23,1,. Brazlândia,1680.0,0.0086384966843981,0.1646398503274088,22.401017068038342,21.00499181669394,64.28501285948094,58.26762539459838
24,1,. Ceilândia,11499.0,0.0646986635930816,0.1646398503274088,22.401017068038342,21.00499181669394,64.28501285948094,58.26762539459838
25,3,. Águas Claras,1560.0,0.0152366725434909,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
26,4,. Recanto Das Emas,2260.0,0.0192140414801863,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
27,4,. Samambaia,6575.0,0.0317187399053338,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
28,3,. Taguatinga,4483.0,0.0324392322245667,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
29,3,. Vicente Pires,2491.0,0.0091366546117389,0.1548578604863569,21.999246575342465,20.525125570776257,66.59178082191781,60.41381278538813
30,4,. Gama,1087.0,0.0209756387562356,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
31,4,. Santa Maria,740.0,0.0185818384701976,0.1570491425940844,22.833548387096773,21.11536866359447,64.63582949308756,57.73133640552995
32,7,Angra dos Reis,504.0,0.0262738028702725,0.3224119656106465,23.2112040527804,22.24895146088596,85.16877437655124,79.73832880274199
33,8,Rio de janeiro,7576.0,1.0,0.1285665334094803,23.87297760511883,22.876759597806213,78.00375807398709,73.54644744568408
34,6,Campos de Goytacazes,1142.0,0.0070886004162808,0.1437442713107241,24.16626492194674,23.03184113865932,78.7540757749713,73.76176808266361
35,9,Valença,146.0,0.0102679822203375,0.1935388127853881,21.93831487612741,20.76336339764813,80.72020547945205,75.46392694063927
